NCTId,TrialGroup,Generation Model,Positive Hallucination,Negative Hallucination,Multi-match Hallucination,Correct Matches,Precision,Recall,F1
NCT00126581,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.2857142857142857,1.0,0.4444444444444445
NCT00126594,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.16666666666666666,0.5,0.25
NCT00126737,obesity,gpt4o_ts_gen_hal,0,0,0,7,0.7,0.6363636363636364,0.6666666666666666
NCT00129376,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.03,0.75,0.05769230769230769
NCT00129389,cancer,gpt4o_ts_gen_hal,0,0,0,10,0.5,0.7692307692307693,0.6060606060606061
NCT00135707,hypertension,gpt4o_ts_gen_hal,3,0,0,8,0.6666666666666666,0.5714285714285714,0.6153846153846153
NCT00137280,obesity,gpt4o_ts_gen_hal,0,0,0,3,0.3333333333333333,0.21428571428571427,0.2608695652173913
NCT00147199,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.42857142857142855,0.8571428571428571,0.5714285714285714
NCT00151775,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.5,0.8571428571428571,0.631578947368421
NCT00182689,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.5,0.7142857142857143,0.588235294117647
NCT00191191,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.5454545454545454,0.8571428571428571,0.6666666666666665
NCT00191646,cancer,gpt4o_ts_gen_hal,0,0,0,9,0.75,0.9,0.8181818181818182
NCT00191789,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.6666666666666666,0.42857142857142855,0.5217391304347826
NCT00192114,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.3076923076923077,0.6666666666666666,0.42105263157894735
NCT00194714,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.3,0.5,0.37499999999999994
NCT00201825,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.4444444444444444,0.6666666666666666,0.5333333333333333
NCT00205660,obesity,gpt4o_ts_gen_hal,0,0,0,8,0.6666666666666666,1.0,0.8
NCT00213980,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.2857142857142857,0.5,0.36363636363636365
NCT00217672,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.15384615384615385,0.6666666666666666,0.25
NCT00234494,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.375,0.23076923076923078,0.2857142857142857
NCT00234533,chronic kidney disease,gpt4o_ts_gen_hal,1,0,0,4,0.2857142857142857,0.2857142857142857,0.2857142857142857
NCT00254501,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.5,0.4,0.4444444444444445
NCT00257920,chronic kidney disease,gpt4o_ts_gen_hal,1,0,0,2,0.2222222222222222,0.2857142857142857,0.25
NCT00258362,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.2727272727272727,0.5,0.3529411764705882
NCT00258674,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.6,0.3,0.4
NCT00262964,obesity,gpt4o_ts_gen_hal,0,0,0,6,0.42857142857142855,0.6666666666666666,0.5217391304347826
NCT00266695,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.6,0.6,0.6
NCT00268892,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.4,0.6666666666666666,0.5
NCT00270855,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.4117647058823529,0.5833333333333334,0.4827586206896552
NCT00279201,diabetes,gpt4o_ts_gen_hal,0,0,0,9,0.8181818181818182,0.6923076923076923,0.7500000000000001
NCT00283244,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.45454545454545453,0.625,0.5263157894736842
NCT00283686,hypertension,gpt4o_ts_gen_hal,0,0,0,8,1.0,1.0,1.0
NCT00286091,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.36363636363636365,0.5714285714285714,0.4444444444444444
NCT00286754,hypertension,gpt4o_ts_gen_hal,0,0,1,10,0.5,0.43478260869565216,0.46511627906976744
NCT00295620,cancer,gpt4o_ts_gen_hal,2,3,2,4,0.3333333333333333,0.2857142857142857,0.30769230769230765
NCT00295750,cancer,gpt4o_ts_gen_hal,0,0,0,7,0.7,0.5384615384615384,0.608695652173913
NCT00306384,diabetes,gpt4o_ts_gen_hal,0,1,0,6,0.5,0.8571428571428571,0.631578947368421
NCT00308139,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.027210884353741496,0.6666666666666666,0.0522875816993464
NCT00309140,cancer,gpt4o_ts_gen_hal,1,0,0,5,0.45454545454545453,0.7142857142857143,0.5555555555555556
NCT00311155,hypertension,gpt4o_ts_gen_hal,0,0,0,5,0.3125,0.8333333333333334,0.45454545454545453
NCT00314795,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,7,0.050359712230215826,0.5833333333333334,0.09271523178807947
NCT00316225,cancer,gpt4o_ts_gen_hal,1,0,0,4,0.5,0.3076923076923077,0.380952380952381
NCT00319111,hypertension,gpt4o_ts_gen_hal,0,0,0,4,0.5,0.5714285714285714,0.5333333333333333
NCT00320112,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.4666666666666667,0.6363636363636364,0.5384615384615385
NCT00321555,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.3,0.5,0.37499999999999994
NCT00321620,cancer,gpt4o_ts_gen_hal,1,1,0,4,0.36363636363636365,0.6666666666666666,0.4705882352941177
NCT00322621,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.4166666666666667,0.5,0.45454545454545453
NCT00323882,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.29411764705882354,0.8333333333333334,0.4347826086956522
NCT00324155,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.4166666666666667,0.8333333333333334,0.5555555555555556
NCT00325403,hypertension,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.8333333333333334,0.6666666666666667
NCT00325442,hypertension,gpt4o_ts_gen_hal,0,0,0,7,0.7777777777777778,1.0,0.8750000000000001
NCT00326495,cancer,gpt4o_ts_gen_hal,0,1,0,4,0.26666666666666666,0.5714285714285714,0.36363636363636365
NCT00328172,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.3125,0.7142857142857143,0.43478260869565216
NCT00328562,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.3,0.5,0.37499999999999994
NCT00329030,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.625,0.5882352941176471
NCT00336323,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.4666666666666667,0.4375,0.45161290322580644
NCT00337610,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.625,0.8333333333333334,0.7142857142857143
NCT00338949,obesity,gpt4o_ts_gen_hal,0,0,0,5,0.625,0.4166666666666667,0.5
NCT00339833,obesity,gpt4o_ts_gen_hal,0,0,0,4,0.3333333333333333,0.36363636363636365,0.34782608695652173
NCT00343291,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.5,0.375,0.42857142857142855
NCT00343382,cancer,gpt4o_ts_gen_hal,0,0,0,8,0.2222222222222222,1.0,0.3636363636363636
NCT00344500,obesity,gpt4o_ts_gen_hal,0,0,0,15,0.9375,0.6818181818181818,0.7894736842105263
NCT00348595,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.6,0.6,0.6
NCT00350025,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.45454545454545453,0.8333333333333334,0.5882352941176471
NCT00350792,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.46153846153846156,1.0,0.631578947368421
NCT00354744,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.6666666666666666,1.0,0.8
NCT00360334,diabetes,gpt4o_ts_gen_hal,0,0,0,3,0.42857142857142855,0.2727272727272727,0.33333333333333326
NCT00363129,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.35714285714285715,0.7142857142857143,0.4761904761904762
NCT00365794,obesity,gpt4o_ts_gen_hal,0,0,0,7,0.5384615384615384,0.4666666666666667,0.5
NCT00367601,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.02512562814070352,0.625,0.04830917874396136
NCT00369655,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.625,0.3125,0.4166666666666667
NCT00370292,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.75,0.375,0.5
NCT00373360,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.6,0.6666666666666666,0.631578947368421
NCT00373425,cancer,gpt4o_ts_gen_hal,0,0,0,9,0.75,0.8181818181818182,0.7826086956521738
NCT00373529,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.3333333333333333,0.42857142857142855,0.375
NCT00375492,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.5,0.3333333333333333,0.4
NCT00375830,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.8333333333333334,0.6666666666666667
NCT00377520,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.5,0.8571428571428571,0.631578947368421
NCT00381940,cancer,gpt4o_ts_gen_hal,0,0,0,2,0.18181818181818182,0.3333333333333333,0.23529411764705885
NCT00385580,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.4,0.36363636363636365,0.380952380952381
NCT00392925,obesity,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.8333333333333334,0.6666666666666667
NCT00393029,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.375,1.0,0.5454545454545454
NCT00394082,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.06666666666666667,0.5,0.11764705882352941
NCT00395512,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.3333333333333333,0.5,0.4
NCT00395746,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.75,0.8571428571428571,0.7999999999999999
NCT00396591,cancer,gpt4o_ts_gen_hal,0,1,0,4,0.5,0.36363636363636365,0.4210526315789474
NCT00397930,cancer,gpt4o_ts_gen_hal,1,1,0,2,0.2,0.11764705882352941,0.14814814814814817
NCT00397982,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.15384615384615385,0.6666666666666666,0.25
NCT00398112,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.1111111111111111,0.375,0.17142857142857143
NCT00403481,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.7,1.0,0.8235294117647058
NCT00406133,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.625,0.5882352941176471
NCT00408681,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,7,0.4666666666666667,0.5384615384615384,0.5
NCT00409565,cancer,gpt4o_ts_gen_hal,0,0,0,7,0.3333333333333333,0.6363636363636364,0.43749999999999994
NCT00412932,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.75,0.6666666666666666,0.7058823529411765
NCT00415194,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.5555555555555556,0.5555555555555556
NCT00415610,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.35294117647058826,0.6,0.4444444444444445
NCT00417079,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.6666666666666666,0.75,0.7058823529411765
NCT00419562,diabetes,gpt4o_ts_gen_hal,0,0,0,3,0.2,0.5,0.28571428571428575
NCT00420095,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.8571428571428571,0.5454545454545454,0.6666666666666665
NCT00420342,hypertension,gpt4o_ts_gen_hal,0,0,0,5,0.2777777777777778,0.7142857142857143,0.4
NCT00422058,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.6,0.75,0.6666666666666665
NCT00423592,hypertension,gpt4o_ts_gen_hal,0,0,0,5,0.5,0.2631578947368421,0.3448275862068966
NCT00424021,hypertension,gpt4o_ts_gen_hal,0,0,0,7,0.7,0.7,0.7
NCT00425269,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.4,0.6666666666666666,0.5
NCT00430638,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.6,1.0,0.7499999999999999
NCT00432276,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.75,0.5,0.6
NCT00432809,obesity,gpt4o_ts_gen_hal,6,0,0,7,0.4666666666666667,0.2413793103448276,0.3181818181818182
NCT00433446,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.42857142857142855,0.8571428571428571,0.5714285714285714
NCT00438932,chronic kidney disease,gpt4o_ts_gen_hal,1,0,0,3,0.2,0.5,0.28571428571428575
NCT00441064,hypertension,gpt4o_ts_gen_hal,0,0,0,4,0.4,0.6666666666666666,0.5
NCT00441350,hypertension,gpt4o_ts_gen_hal,0,0,0,5,0.4166666666666667,0.8333333333333334,0.5555555555555556
NCT00443755,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.6,0.35294117647058826,0.4444444444444445
NCT00445003,diabetes,gpt4o_ts_gen_hal,0,0,0,15,0.7142857142857143,0.5769230769230769,0.6382978723404256
NCT00445601,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.5,0.625,0.5555555555555556
NCT00446030,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.38461538461538464,0.8333333333333334,0.5263157894736842
NCT00446992,diabetes,gpt4o_ts_gen_hal,0,0,0,11,1.0,0.4782608695652174,0.6470588235294118
NCT00447057,cancer,gpt4o_ts_gen_hal,0,0,0,8,0.47058823529411764,0.8,0.5925925925925927
NCT00447382,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.5,0.75,0.6
NCT00447590,obesity,gpt4o_ts_gen_hal,0,0,0,3,0.3333333333333333,0.5,0.4
NCT00454194,cancer,gpt4o_ts_gen_hal,0,0,0,7,0.3684210526315789,1.0,0.5384615384615384
NCT00456365,hypertension,gpt4o_ts_gen_hal,0,0,0,4,0.3076923076923077,0.5,0.380952380952381
NCT00456885,obesity,gpt4o_ts_gen_hal,0,0,0,6,0.6666666666666666,0.3,0.41379310344827586
NCT00458003,hypertension,gpt4o_ts_gen_hal,0,0,0,7,0.6363636363636364,0.7,0.6666666666666666
NCT00461591,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.1875,0.5,0.2727272727272727
NCT00469092,diabetes,gpt4o_ts_gen_hal,0,0,0,8,0.6666666666666666,1.0,0.8
NCT00472641,obesity,gpt4o_ts_gen_hal,0,0,0,4,0.36363636363636365,0.5714285714285714,0.4444444444444444
NCT00475982,obesity,gpt4o_ts_gen_hal,0,0,0,3,0.375,0.5,0.42857142857142855
NCT00477750,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.42857142857142855,0.75,0.5454545454545454
NCT00484419,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.4,0.5714285714285714,0.47058823529411764
NCT00486525,cancer,gpt4o_ts_gen_hal,1,0,0,4,0.4,0.17391304347826086,0.24242424242424243
NCT00487240,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.75,0.8571428571428571,0.7999999999999999
NCT00488982,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.23076923076923078,0.5,0.3157894736842105
NCT00490529,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.3333333333333333,0.5,0.4
NCT00490646,cancer,gpt4o_ts_gen_hal,0,1,0,4,0.4444444444444444,0.5714285714285714,0.5
NCT00496834,hypertension,gpt4o_ts_gen_hal,0,0,0,5,0.7142857142857143,0.5555555555555556,0.6250000000000001
NCT00497146,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,3,0.2,0.42857142857142855,0.27272727272727276
NCT00513604,cancer,gpt4o_ts_gen_hal,0,0,0,6,1.0,1.0,1.0
NCT00514046,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.42857142857142855,0.6666666666666666,0.5217391304347826
NCT00515723,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.35294117647058826,0.75,0.48
NCT00518882,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.7,0.7,0.7
NCT00525629,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.45454545454545453,0.8333333333333334,0.5882352941176471
NCT00527514,hypertension,gpt4o_ts_gen_hal,0,0,0,7,0.7777777777777778,0.7777777777777778,0.7777777777777778
NCT00528879,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.2222222222222222,0.6666666666666666,0.3333333333333333
NCT00532155,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.36363636363636365,0.5714285714285714,0.4444444444444444
NCT00532844,hypertension,gpt4o_ts_gen_hal,0,0,0,3,0.25,0.375,0.3
NCT00532935,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.027472527472527472,0.8333333333333334,0.05319148936170213
NCT00533429,cancer,gpt4o_ts_gen_hal,0,0,0,7,0.6363636363636364,0.875,0.7368421052631579
NCT00536172,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.5454545454545454,0.6,0.5714285714285713
NCT00537303,diabetes,gpt4o_ts_gen_hal,0,0,0,11,1.0,1.0,1.0
NCT00543140,obesity,gpt4o_ts_gen_hal,0,0,0,4,0.5,0.6666666666666666,0.5714285714285715
NCT00546052,hypertension,gpt4o_ts_gen_hal,0,0,0,10,0.30303030303030304,0.5882352941176471,0.39999999999999997
NCT00548652,obesity,gpt4o_ts_gen_hal,0,0,0,6,0.46153846153846156,1.0,0.631578947368421
NCT00549302,hypertension,gpt4o_ts_gen_hal,0,0,0,3,0.25,0.375,0.3
NCT00552409,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,4,0.3333333333333333,0.6666666666666666,0.4444444444444444
NCT00556933,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,8,0.4,0.5333333333333333,0.4571428571428572
NCT00560391,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.3333333333333333,0.42857142857142855,0.375
NCT00560417,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.75,0.6666666666666666,0.7058823529411765
NCT00566995,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.46153846153846156,1.0,0.631578947368421
NCT00568178,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.8571428571428571,0.375,0.5217391304347825
NCT00572533,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,5,0.625,0.5,0.5555555555555556
NCT00578214,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.35714285714285715,0.8333333333333334,0.5
NCT00578786,hypertension,gpt4o_ts_gen_hal,0,0,0,6,0.5,0.75,0.6
NCT00579436,obesity,gpt4o_ts_gen_hal,0,0,0,6,0.2727272727272727,0.5,0.3529411764705882
NCT00585689,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.18181818181818182,0.5,0.26666666666666666
NCT00587158,chronic kidney disease,gpt4o_ts_gen_hal,0,0,0,4,0.26666666666666666,0.4444444444444444,0.33333333333333337
NCT00593866,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.2727272727272727,0.42857142857142855,0.33333333333333326
NCT00596427,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.4666666666666667,0.5384615384615384,0.5
NCT00596934,obesity,gpt4o_ts_gen_hal,0,0,0,6,0.3333333333333333,0.5454545454545454,0.41379310344827586
NCT00602420,cancer,gpt4o_ts_gen_hal,5,0,0,6,0.46153846153846156,0.5,0.48000000000000004
NCT00603590,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.5,1.0,0.6666666666666666
NCT00608062,obesity,gpt4o_ts_gen_hal,0,0,1,6,0.5454545454545454,0.42857142857142855,0.4799999999999999
NCT00609271,obesity,gpt4o_ts_gen_hal,0,0,1,10,0.8333333333333334,0.47619047619047616,0.6060606060606061
NCT00610714,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.4166666666666667,0.7142857142857143,0.5263157894736842
NCT00613626,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.35714285714285715,0.5555555555555556,0.43478260869565216
NCT00614120,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.6666666666666666,0.8571428571428571,0.75
NCT00614523,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.5555555555555556,0.7142857142857143,0.6250000000000001
NCT00615420,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.375,0.3333333333333333,0.35294117647058826
NCT00617305,hypertension,gpt4o_ts_gen_hal,0,0,0,4,0.2222222222222222,0.6666666666666666,0.3333333333333333
NCT00618072,obesity,gpt4o_ts_gen_hal,0,0,0,8,0.6153846153846154,0.6666666666666666,0.64
NCT00618995,diabetes,gpt4o_ts_gen_hal,0,0,0,3,0.23076923076923078,0.5,0.3157894736842105
NCT00620282,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.6363636363636364,0.4666666666666667,0.5384615384615385
NCT00622284,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.625,0.8333333333333334,0.7142857142857143
NCT00623194,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.5,0.5714285714285714,0.5333333333333333
NCT00623831,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.625,0.5555555555555556,0.5882352941176471
NCT00630825,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.42857142857142855,0.75,0.5454545454545454
NCT00631540,hypertension,gpt4o_ts_gen_hal,0,0,0,7,0.6363636363636364,0.5833333333333334,0.6086956521739131
NCT00633594,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.21428571428571427,0.42857142857142855,0.2857142857142857
NCT00634036,obesity,gpt4o_ts_gen_hal,3,0,0,8,0.38095238095238093,0.3333333333333333,0.35555555555555557
NCT00645840,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.4,0.5714285714285714,0.47058823529411764
NCT00649389,hypertension,gpt4o_ts_gen_hal,0,0,0,7,0.4666666666666667,0.875,0.608695652173913
NCT00652626,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.3076923076923077,0.36363636363636365,0.33333333333333337
NCT00654745,hypertension,gpt4o_ts_gen_hal,0,0,0,9,0.6,0.75,0.6666666666666665
NCT00655863,diabetes,gpt4o_ts_gen_hal,0,0,0,5,0.5,0.625,0.5555555555555556
NCT00661830,cancer,gpt4o_ts_gen_hal,0,0,0,5,0.38461538461538464,0.45454545454545453,0.41666666666666663
NCT00663260,diabetes,gpt4o_ts_gen_hal,0,0,0,3,0.1111111111111111,0.5,0.1818181818181818
NCT00666328,hypertension,gpt4o_ts_gen_hal,0,0,0,4,0.5,0.6666666666666666,0.5714285714285715
NCT00666562,cancer,gpt4o_ts_gen_hal,0,0,0,4,0.1111111111111111,0.6666666666666666,0.1904761904761905
NCT00666666,cancer,gpt4o_ts_gen_hal,0,0,0,6,0.5,0.6666666666666666,0.5714285714285715
NCT00667394,cancer,gpt4o_ts_gen_hal,0,0,0,3,0.2,0.5,0.28571428571428575
NCT00669864,diabetes,gpt4o_ts_gen_hal,0,0,0,7,0.875,0.875,0.875
NCT00670462,obesity,gpt4o_ts_gen_hal,0,0,0,5,0.5,0.625,0.5555555555555556
NCT00673231,diabetes,gpt4o_ts_gen_hal,0,0,0,6,0.6666666666666666,1.0,0.8
NCT00679289,cancer,gpt4o_ts_gen_hal,7,0,0,3,0.125,0.5,0.2
NCT00682448,diabetes,gpt4o_ts_gen_hal,0,0,0,3,0.21428571428571427,0.5,0.3
NCT00683020,diabetes,gpt4o_ts_gen_hal,0,0,0,4,0.4444444444444444,0.2222222222222222,0.2962962962962963
